Num_Children;Group;Income;Own_Car;Own_Housing;Target
3;0;82043;0;0;0
2;1;82043;1;1;1
1;0;82044;0;0;0
6;0;82044;1;1;1
1;0;82044;1;0;0
4;1;82044;0;1;1
3;1;82044;1;1;1
1;0;82044;1;0;0
1;0;82044;1;0;0
3;0;82045;1;0;0
0;0;82045;1;0;0
2;1;82045;1;1;1
0;0;82045;1;0;0
3;0;82045;1;0;0
3;1;82045;1;0;1
1;0;82045;1;0;0
0;1;82046;0;1;1
4;0;82046;1;0;0
4;1;82046;1;0;1
3;0;82046;1;0;0
2;1;82046;1;0;1
2;0;82046;0;0;0
4;0;82047;0;0;0
3;0;82047;1;0;0
0;0;82047;1;1;0
3;1;82047;1;1;1
2;1;82047;1;1;1
1;1;82048;1;1;1
1;0;82048;1;1;1
2;0;82048;0;0;0
2;1;82048;1;1;1
0;0;82048;1;0;0
2;0;82048;1;0;0
0;1;82048;0;1;1
7;0;82048;1;0;0
1;1;82049;1;0;1
3;0;82049;1;1;1
2;1;82049;0;0;1
2;1;82049;0;0;1
1;1;82049;1;1;1
3;1;82049;1;0;1
1;1;82050;1;0;1
2;0;82050;0;1;0
0;1;82050;1;0;1
1;1;82050;1;0;1
3;0;82050;0;0;0
5;1;82050;1;0;1
0;0;82050;1;1;0
0;0;82050;1;1;0
1;0;82050;0;0;0
2;1;82050;1;0;1
3;0;82051;0;0;0
2;0;82051;0;1;0
1;0;82051;1;1;1
1;1;82051;1;1;1
0;0;82051;1;0;0
1;1;82051;1;0;1
1;0;82051;1;1;0
1;1;82051;0;1;1
4;0;82052;0;0;0
4;1;82052;1;1;1
1;1;82052;1;1;1
0;0;82052;0;0;0
1;0;82052;1;1;1
1;0;82052;1;1;1
2;0;82053;1;0;0
2;0;82053;1;0;0
3;0;82053;0;0;0
1;0;82053;1;1;1
1;0;82053;0;0;0
1;1;82054;0;1;1
0;1;82054;1;0;1
1;1;82054;1;1;1
4;0;82055;1;0;0
2;1;82055;1;0;1
0;0;82055;0;1;1
3;1;82055;1;0;1
3;1;82056;0;0;1
2;1;82056;1;0;1
3;1;82056;0;1;1
1;1;82056;1;0;1
3;1;82056;0;0;1
2;1;82056;1;1;1
4;0;82056;1;0;0
0;0;82056;1;1;1
2;1;82056;0;1;1
1;1;82057;0;1;1
1;1;82057;1;0;1
4;0;82057;1;0;0
1;1;82057;1;1;1
2;0;82057;0;1;1
1;1;82057;1;0;1
3;0;82057;0;0;0
1;0;82057;1;0;0
2;1;82057;1;1;1
2;0;82057;1;0;0
3;0;82058;1;0;0
4;1;82058;1;0;1
3;0;82058;1;1;1
1;1;82058;0;0;1
0;0;82058;1;0;0
1;0;82058;0;0;0
1;0;82058;1;1;1
2;1;82058;1;1;1
5;1;82058;1;1;1
2;1;82058;0;0;1
1;0;82058;0;0;0
1;0;82058;1;1;1
2;0;82059;1;0;0
2;1;82059;1;1;1
2;0;82059;1;1;1
1;0;82059;0;1;1
2;1;82059;1;1;1
4;1;82059;1;1;1
3;1;82059;1;0;1
2;1;82059;1;0;1
2;1;82060;1;1;1
0;1;82060;1;1;1
6;0;82060;1;0;0
2;0;82060;1;0;0
4;0;82060;0;1;0
3;0;82060;1;0;0
2;0;82060;1;1;1
2;1;82060;1;0;1
1;1;82060;1;1;1
2;0;82060;1;0;0
1;1;82061;1;0;1
0;0;82061;0;0;0
2;0;82061;1;0;0
5;1;82062;0;0;0
1;1;82062;1;1;1
3;0;82062;1;0;0
5;0;82062;1;1;1
1;1;82062;0;0;1
2;0;82063;0;1;1
3;1;82063;1;1;1
0;1;82063;0;0;0
2;0;82063;0;0;0
4;0;82063;0;0;0
2;0;82064;1;1;1
4;0;82064;0;1;0
1;0;82064;0;1;0
3;0;82064;1;0;0
3;0;82064;1;0;0
2;0;82064;0;1;0
2;1;82064;1;0;1
5;0;82064;1;0;0
1;0;82064;1;0;0
4;1;82065;1;1;1
2;0;82065;1;1;1
2;0;82065;1;0;0
6;0;82065;1;0;0
4;1;82065;0;1;1
0;0;82065;0;0;0
1;1;82065;1;1;1
1;0;82066;0;0;0
0;0;82066;1;0;0
4;0;82066;0;0;0
1;1;82067;0;0;0
1;0;82067;0;0;0
3;0;82067;0;0;0
3;1;82067;1;1;1
4;1;82067;1;0;1
5;1;82067;1;1;1
5;1;82067;1;1;1
5;1;82067;1;0;1
2;0;82068;1;1;1
1;1;82068;0;1;1
2;1;82068;1;0;1
1;0;82068;1;0;0
3;0;82068;1;1;1
3;1;82068;0;1;1
3;1;82068;1;1;1
4;1;82068;1;0;1
2;0;82068;1;0;0
1;1;82068;1;1;1
2;1;82068;0;1;1
0;0;82069;0;0;0
2;0;82069;0;0;0
4;1;82069;1;0;1
0;1;82069;1;0;1
3;1;82069;0;1;1
2;0;82069;0;0;0
1;0;82069;1;0;0
1;1;82069;0;0;1
3;0;82069;1;0;0
1;0;82070;1;0;0
2;1;82070;1;0;1
2;0;82070;0;1;0
0;0;82070;1;0;0
2;0;82070;0;0;0
2;1;82070;0;1;1
2;0;82071;1;1;1
0;1;82071;0;1;1
5;1;82071;1;0;1
3;0;82071;1;0;0
1;1;82071;1;0;1
2;1;82071;1;1;1
2;0;82071;0;0;0
2;0;82071;0;0;0
1;0;82071;0;1;1
1;1;82071;1;1;1
3;0;82071;0;1;1
2;0;82071;1;1;0
2;0;82071;0;1;1
2;1;82072;1;0;1
0;0;82072;1;1;1
2;0;82072;0;0;0
3;1;82072;0;1;1
2;0;82072;0;0;0
0;0;82072;1;0;0
2;1;82072;0;0;0
0;0;82072;0;0;0
1;0;82073;1;0;0
0;0;82073;1;0;0
4;0;82073;1;0;0
4;1;82073;0;0;1
2;0;82073;1;0;0
2;1;82073;1;1;1
1;1;82073;0;0;0
2;0;82073;0;1;1
1;0;82073;1;0;0
3;0;82073;0;0;0
3;1;82074;1;0;1
1;0;82074;1;1;1
3;1;82074;0;1;1
1;0;82074;1;0;0
2;0;82074;0;0;0
1;0;82074;0;1;1
1;1;82074;1;0;1
4;1;82074;1;1;1
1;0;82075;1;0;0
0;1;82075;1;1;1
0;1;82075;0;1;1
1;1;82075;1;0;1
4;0;82075;0;0;0
1;0;82076;0;1;1
4;1;82076;1;1;1
2;1;82076;1;1;1
4;0;82076;1;0;0
2;0;82076;1;0;0
1;0;82076;1;1;0
0;1;82076;1;0;1
5;1;82076;1;1;1
3;1;82076;1;1;1
4;1;82076;1;0;1
1;1;82077;1;0;1
2;1;82077;1;1;1
3;0;82077;0;0;0
1;0;82077;1;1;1
0;0;82077;0;1;0
1;0;82077;1;0;0
4;0;82077;0;0;0
2;0;82077;0;0;0
2;0;82077;1;1;1
1;1;82077;0;1;1
2;0;82078;0;0;0
1;1;82078;1;0;1
1;0;82078;1;0;0
1;0;82078;0;0;0
1;1;82078;1;0;1
2;1;82079;1;1;1
2;0;82079;0;0;0
2;0;82079;1;1;1
0;0;82079;0;0;0
2;0;82079;0;0;0
0;0;82079;1;0;0
2;0;82079;1;0;0
0;1;82079;1;1;1
3;1;82080;1;0;1
3;1;82080;0;0;1
1;0;82080;0;0;0
3;0;82080;1;0;0
4;1;82080;1;0;1
2;0;82080;0;0;0
6;0;82080;1;0;0
1;0;82081;0;0;0
1;1;82081;1;1;1
0;0;82081;1;0;0
3;0;82081;0;0;0
2;1;82081;1;1;1
0;0;82081;1;0;0
3;0;82082;0;0;0
2;1;82082;1;1;1
2;1;82082;1;0;1
1;0;82082;0;1;0
4;0;82082;1;0;0
0;1;82082;1;0;1
0;0;82082;1;0;0
2;0;82082;1;1;1
0;0;82082;0;0;0
1;1;82083;0;1;1
1;1;82083;0;0;1
0;1;82083;1;0;1
2;1;82083;1;1;1
4;1;82083;1;1;1
2;0;82084;1;1;0
2;0;82084;1;0;0
2;0;82084;0;1;0
1;0;82085;1;1;0
0;1;82085;1;1;1
0;0;82085;0;0;0
5;1;82085;1;1;1
4;0;82085;1;0;0
4;1;82086;1;0;1
3;0;82086;1;0;0
4;0;82086;0;0;0
4;0;82086;0;0;0
2;1;82086;1;0;1
3;1;82086;1;0;1
1;0;82086;1;1;1
2;1;82086;1;0;1
3;1;82086;1;0;1
3;1;82086;1;1;1
3;1;82086;1;0;1
2;1;82086;0;0;1
1;0;82086;0;0;0
2;1;82086;1;0;1
2;0;82086;0;0;0
2;0;82086;1;1;1
4;1;82086;1;0;1
2;0;82086;0;0;0
0;1;82087;1;0;1
3;1;82087;0;1;1
2;0;82087;1;0;0
1;0;82087;0;1;0
5;1;82087;1;1;1
1;0;82087;0;0;0
1;1;82088;1;0;1
1;0;82088;1;0;0
1;0;82088;0;1;0
1;0;82089;0;1;0
3;1;82089;1;0;1
2;0;82089;1;0;0
0;0;82089;0;1;0
1;0;82089;1;0;0
0;1;82089;0;1;1
5;0;82089;0;0;0
1;0;82089;0;0;0
4;1;82089;1;0;1
2;0;82090;0;1;1
1;1;82090;1;1;1
2;0;82090;1;0;0
1;0;82090;1;0;0
2;1;82090;1;0;1
2;1;82090;1;0;1
2;0;82090;1;0;0
3;1;82090;1;1;1
6;0;82090;0;0;0
1;1;82090;1;0;1
2;0;82091;0;1;0
2;0;82091;1;1;1
2;1;82091;1;0;1
1;0;82091;0;0;0
2;0;82092;1;1;1
3;1;82092;1;0;1
5;1;82092;1;1;1
1;1;82092;1;1;1
1;1;82092;1;0;1
3;1;82092;1;0;1
4;0;82092;0;1;0
0;0;82093;1;0;0
1;1;82093;1;0;1
2;1;82093;1;1;1
1;0;82093;1;1;0
3;0;82094;1;1;0
2;0;82094;0;0;0
0;1;82094;1;1;1
3;0;82094;0;0;0
0;0;82094;0;0;0
2;0;82094;1;1;0
1;0;82094;0;1;1
0;1;82094;1;1;1
5;1;82095;1;1;1
0;1;82095;0;1;1
5;0;82095;1;0;0
3;1;82095;1;0;1
3;0;82095;1;0;0
2;0;82095;1;0;0
0;1;82096;1;0;1
4;0;82096;0;0;0
3;1;82096;1;1;1
2;1;82096;1;1;1
3;1;82096;1;0;1
0;1;82097;1;0;1
0;0;82097;1;0;0
2;0;82097;1;1;1
3;0;82097;0;0;0
1;0;82097;1;1;1
2;1;82098;0;0;1
5;0;82098;0;1;0
3;1;82098;1;1;1
0;0;82098;1;0;0
3;1;82098;1;0;1
0;0;82098;1;0;0
1;0;82099;0;1;0
2;1;82099;1;0;1
1;0;82099;1;0;0
1;1;82100;0;0;1
0;0;82100;1;0;0
2;1;82100;1;1;1
1;1;82100;0;0;1
1;0;82100;0;0;0
1;1;82100;1;1;1
3;0;82100;0;0;0
2;0;82100;0;1;0
2;1;82100;0;0;1
0;0;82101;0;0;0
1;1;82101;1;1;1
4;0;82101;1;0;0
1;0;82101;1;0;0
1;0;82102;0;0;0
0;1;82102;1;1;1
3;1;82102;1;1;1
1;1;82102;1;1;1
3;1;82102;1;0;1
1;0;82102;0;0;0
2;1;82102;1;1;1
1;0;82102;1;1;1
1;1;82102;1;0;1
0;0;82103;1;0;0
3;1;82103;1;1;1
1;1;82103;0;0;1
2;1;82103;1;1;1
1;1;82103;1;1;1
3;1;82103;0;0;0
0;1;82104;1;1;1
2;0;82104;0;1;0
1;1;82104;1;1;1
0;1;82104;1;1;1
4;0;82104;1;1;0
4;1;82104;1;1;1
2;1;82104;1;1;1
4;1;82104;1;0;1
2;1;82104;1;1;1
2;1;82104;0;0;1
3;1;82105;1;1;1
1;1;82105;1;1;1
0;0;82105;0;0;0
1;1;82105;1;1;1
5;0;82105;0;0;0
2;0;82105;1;0;0
1;0;82105;1;1;0
2;0;82105;1;1;1
1;0;82105;0;0;0
0;1;82105;0;0;0
2;0;82105;1;0;0
0;1;82105;1;0;1
6;0;82106;0;0;0
0;0;82106;0;0;0
1;0;82106;1;0;0
1;1;82106;1;0;1
4;1;82106;1;0;1
2;1;82106;0;1;1
2;1;82106;0;0;1
0;1;82106;1;1;1
1;0;82106;0;1;1
1;0;82106;1;0;0
2;1;82106;1;0;1
3;1;82106;1;1;1
1;1;82106;1;0;1
2;0;82106;1;1;1
4;1;82107;1;0;1
3;0;82107;0;0;0
3;0;82107;1;1;1
4;1;82107;1;0;1
3;0;82107;1;0;0
1;1;82107;1;1;1
3;0;82107;1;0;0
1;1;82107;0;1;1
2;1;82107;1;1;1
1;1;82108;1;0;1
2;0;82108;1;0;0
2;1;82108;1;1;1
6;0;82108;1;0;0
3;0;82108;0;0;0
2;1;82108;1;0;1
1;1;82108;1;0;1
6;0;82109;0;0;0
1;1;82109;1;1;1
2;0;82109;1;0;0
1;1;82109;1;0;1
3;0;82109;0;0;0
3;1;82109;1;1;1
1;1;82110;1;0;1
2;1;82110;1;1;1
3;1;82110;1;0;1
1;0;82110;1;1;1
2;0;82110;0;0;0
4;0;82110;0;1;0
1;0;82110;1;0;0
0;0;82110;1;1;1
3;0;82111;1;1;1
2;0;82111;1;1;1
1;0;82111;1;0;0
1;0;82111;0;0;0
2;0;82111;0;1;0
3;0;82111;1;0;0
1;1;82111;1;1;1
3;1;82111;1;1;1
4;0;82111;0;1;0
2;1;82111;1;0;1
1;1;82112;0;0;1
3;1;82112;1;1;1
1;0;82112;1;1;1
1;1;82112;1;0;1
0;0;82112;1;0;0
4;0;82112;1;0;0
3;0;82113;1;0;0
4;0;82113;0;0;0
0;1;82113;1;0;1
3;1;82113;1;1;1
2;0;82113;0;0;0
0;0;82113;0;0;0
1;0;82113;0;1;0
3;0;82113;1;0;0
3;0;82113;0;0;0
1;1;82114;1;0;1
7;0;82114;1;1;1
2;1;82114;1;0;1
2;0;82114;0;0;0
4;1;82114;1;0;1
2;1;82115;1;1;1
2;1;82115;1;1;1
2;0;82115;1;0;0
0;1;82115;0;1;1
2;1;82115;0;0;0
0;0;82115;1;1;1
2;1;82115;1;0;1
4;1;82115;1;1;1
1;0;82115;1;1;1
2;0;82115;1;0;0
2;1;82115;1;0;1
3;0;82116;0;0;0
3;1;82116;0;1;1
3;0;82116;0;0;0
2;1;82116;1;1;1
3;0;82116;1;0;0
1;1;82116;1;0;1
2;1;82116;1;0;1
2;1;82116;1;1;1
1;0;82117;1;0;0
3;1;82117;1;1;1
4;0;82117;1;0;0
0;1;82117;0;0;0
2;0;82117;0;0;0
0;0;82117;0;0;0
2;0;82117;1;0;0
0;1;82117;1;0;1
3;0;82117;0;1;1
1;0;82117;1;1;1
1;0;82118;1;0;0
3;0;82118;0;0;0
4;1;82118;1;0;1
2;1;82118;0;1;1
0;1;82119;0;0;1
0;0;82119;1;0;0
0;0;82119;1;1;1
1;1;82119;1;0;1
1;1;82119;0;1;1
0;1;82119;1;0;1
3;0;82119;1;0;0
2;0;82120;0;0;0
2;1;82120;1;1;1
2;1;82120;1;1;1
3;1;82120;1;0;1
2;1;82120;1;1;1
4;0;82121;1;1;0
1;0;82121;1;1;1
3;0;82121;0;0;0
3;1;82121;1;1;1
1;1;82122;1;0;1
5;0;82122;0;0;0
3;0;82122;0;1;0
1;0;82122;0;0;0
1;0;82122;1;0;0
5;0;82122;1;1;1
2;1;82123;1;0;1
3;0;82123;0;1;0
2;0;82123;0;0;0
3;1;82123;1;0;1
1;0;82123;0;0;0
3;1;82123;1;0;1
3;0;82124;0;0;0
2;1;82124;1;0;1
2;1;82124;0;1;1
4;1;82124;1;1;1
3;1;82124;1;1;1
2;1;82124;1;1;1
1;1;82125;0;1;1
4;0;82125;0;0;0
2;0;82125;1;0;0
2;0;82125;1;0;0
2;0;82125;1;1;1
3;1;82126;0;1;1
0;1;82126;1;1;1
4;1;82126;1;1;1
2;1;82126;1;0;1
2;1;82126;1;0;1
1;0;82126;1;0;0
1;0;82126;0;1;0
0;0;82126;0;1;0
1;1;82126;1;0;1
4;0;82126;0;0;0
3;1;82126;1;1;1
1;0;82127;1;1;0
6;0;82127;1;0;0
1;0;82127;1;1;1
3;1;82127;1;1;1
3;1;82127;1;1;1
1;0;82127;1;0;0
3;0;82127;0;0;0
2;1;82127;1;0;1
1;1;82128;1;1;1
1;1;82128;0;1;1
3;0;82128;0;0;0
2;0;82128;1;0;0
1;1;82129;1;0;1
1;1;82129;0;0;1
3;0;82129;1;0;0
5;0;82129;0;0;0
2;0;82129;0;0;0
2;0;82129;0;0;0
2;1;82129;1;1;1
2;0;82130;1;1;1
5;1;82130;1;1;1
0;0;82130;0;0;0
2;0;82130;1;1;0
1;1;82130;0;1;1
1;1;82130;1;0;1
0;0;82130;1;0;0
2;1;82131;0;0;1
5;1;82131;1;0;1
1;1;82131;1;1;1
2;0;82131;1;0;0
2;1;82131;1;1;1
1;1;82131;1;0;1
3;0;82131;1;0;0
3;0;82131;1;0;0
3;1;82131;1;0;1
2;1;82131;1;1;1
1;1;82132;1;1;1
6;1;82132;0;0;0
3;0;82132;1;1;1
2;0;82132;1;0;0
1;1;82132;0;1;1
1;1;82132;0;1;1
1;1;82132;0;1;1
2;0;82132;1;0;0
0;0;82132;0;0;0
3;1;82132;0;1;1
2;1;82133;1;0;1
1;0;82133;0;0;0
4;1;82133;0;0;1
2;1;82133;1;1;1
4;0;82133;1;1;1
3;1;82133;1;1;1
4;0;82133;0;0;0
0;0;82134;1;0;0
0;1;82134;1;0;1
1;0;82134;0;0;0
1;1;82134;1;1;1
0;0;82134;1;0;0
5;0;82134;1;0;0
2;0;82135;0;0;0
1;0;82135;0;0;0
1;1;82135;1;0;1
3;0;82135;0;0;0
1;0;82135;1;0;0
4;1;82135;1;0;1
5;0;82135;1;0;0
1;0;82135;0;1;1
0;0;82135;1;0;0
0;1;82136;0;1;1
0;0;82136;1;1;1
1;1;82136;0;1;1
1;1;82136;1;1;1
1;1;82136;1;1;1
1;1;82137;1;1;1
4;0;82137;0;0;0
1;0;82137;0;1;0
4;0;82137;1;0;0
4;0;82137;1;1;1
2;1;82137;1;0;1
2;1;82137;1;1;1
4;1;82138;1;1;1
1;1;82138;1;1;1
0;0;82138;1;0;0
3;1;82138;1;0;1
1;0;82138;0;0;0
1;1;82138;1;1;1
2;0;82138;0;0;0
4;0;82138;0;0;0
3;0;82138;0;0;0
5;1;82138;1;0;1
2;0;82138;1;0;0
1;1;82139;1;1;1
4;1;82139;1;0;1
2;1;82139;1;1;1
3;1;82139;1;0;1
1;1;82139;0;1;1
0;0;82139;1;0;0
2;0;82139;1;1;1
1;0;82139;0;0;0
2;1;82140;1;1;1
4;1;82140;1;0;1
0;1;82140;1;1;1
4;0;82140;1;0;0
1;1;82140;1;1;1
3;0;82140;0;0;0
2;1;82140;1;1;1
0;0;82140;1;0;0
0;0;82141;0;0;0
4;1;82141;1;0;1
2;1;82141;1;1;1
5;0;82141;1;0;0
3;1;82142;1;0;1
2;1;82142;1;0;1
1;0;82142;1;1;0
0;1;82142;1;1;1
4;1;82142;1;1;1
0;1;82142;1;1;1
3;1;82143;1;1;1
2;0;82143;1;0;0
2;0;82143;0;1;0
2;0;82143;1;0;0
2;1;82143;1;1;1
1;0;82143;1;0;0
3;0;82143;1;0;0
1;0;82143;0;0;0
3;1;82143;0;1;1
5;1;82144;1;1;1
1;0;82144;1;1;0
1;0;82144;0;1;0
0;0;82144;1;1;1
1;1;82144;0;0;0
1;0;82144;1;1;0
0;0;82144;1;0;0
2;1;82145;1;1;1
3;0;82145;0;1;0
2;1;82145;1;1;1
2;1;82145;1;1;1
2;1;82146;1;1;1
0;0;82146;0;1;0
2;0;82146;1;0;0
0;1;82146;1;1;1
1;0;82146;1;0;0
3;1;82147;1;0;1
2;0;82147;1;0;0
0;0;82148;0;0;0
0;0;82148;1;1;1
1;1;82148;1;1;1
0;0;82148;1;1;1
2;1;82148;1;1;1
2;0;82148;0;0;0
0;1;82148;1;0;1
1;1;82149;1;0;1
0;1;82149;0;0;1
3;0;82149;1;0;0
1;1;82149;1;1;1
2;0;82149;0;0;0
4;0;82149;1;1;1
4;1;82150;1;0;1
3;0;82150;0;0;0
4;0;82150;0;0;0
3;1;82150;1;1;1
1;0;82151;0;1;0
2;0;82151;0;0;0
9;1;82151;0;1;1
3;1;82152;0;1;1
3;1;82152;1;0;1
3;0;82152;1;0;0
2;1;82152;1;1;1
1;0;82153;1;1;0
1;0;82153;0;1;1
2;1;82153;1;1;1
0;0;82153;1;0;0
1;0;82153;1;0;0
3;0;82154;1;0;0
3;1;82155;1;0;1
4;0;82155;1;0;0
2;0;82155;0;0;0
1;1;82155;1;0;1
4;1;82155;1;0;1
0;1;82155;1;0;1
0;1;82155;1;1;1
5;0;82155;1;0;0
1;0;82155;1;1;1
1;1;82156;0;1;1
0;0;82156;1;1;1
2;0;82156;1;0;0
3;1;82156;1;0;1
0;0;82156;0;1;0
3;1;82156;0;1;1
2;1;82156;0;1;1
3;0;82156;0;0;0
1;1;82156;0;0;1
2;0;82156;1;1;1
2;0;82157;0;1;0
0;1;82157;1;0;1
1;1;82157;1;1;1
3;1;82157;1;1;1
2;1;82157;1;0;1
2;1;82157;0;0;0
1;1;82157;1;1;1
1;1;82157;1;0;1
5;0;82157;0;1;1
1;0;82158;0;0;0
1;1;82158;1;0;1
2;0;82158;1;0;0
2;1;82158;1;0;1
3;1;82158;1;1;1
3;0;82158;1;0;0
3;1;82158;0;1;1
1;1;82159;1;1;1
2;0;82159;1;0;0
3;0;82159;0;0;0
0;0;82159;1;0;0
3;0;82159;1;0;0
0;1;82159;0;0;0
1;0;82160;1;1;1
1;1;82160;1;1;1
3;1;82160;1;0;1
2;1;82160;1;0;1
2;1;82160;1;0;1
1;0;82160;0;1;0
0;0;82160;0;0;0
2;1;82160;1;0;1
2;1;82160;1;1;1
2;0;82161;1;0;0
1;0;82161;1;0;0
2;1;82161;0;0;0
3;0;82161;1;0;0
3;1;82161;1;1;1
5;0;82161;1;1;1
2;1;82161;1;1;1
1;1;82162;0;1;1
1;0;82162;0;0;0
2;1;82162;1;1;1
1;0;82162;0;0;0
2;0;82162;1;0;0
1;1;82162;1;1;1
1;1;82162;1;1;1
1;1;82162;1;0;1
5;0;82163;1;0;0
0;1;82163;1;0;1
2;0;82163;1;0;0
2;0;82163;1;1;1
1;0;82163;0;0;0
2;1;82163;0;0;1
2;0;82163;1;0;0
1;0;82163;0;0;0
2;0;82164;1;0;0
1;0;82164;1;0;0
6;1;82164;1;1;1
3;0;82164;1;0;0
2;0;82165;0;0;0
2;1;82165;1;1;1
1;0;82165;1;1;0
0;1;82165;1;1;1
2;1;82165;1;1;1
3;0;82165;0;0;0
1;1;82165;0;1;1
1;1;82166;0;1;1
1;1;82166;1;1;1
1;0;82166;1;0;0
1;1;82166;0;0;0
0;1;82166;1;0;1
1;1;82167;0;1;1
0;0;82167;1;0;0
2;0;82167;0;0;0
2;0;82167;1;1;1
2;0;82168;1;0;0
2;1;82168;1;1;1
4;0;82168;0;0;0
1;1;82168;1;1;1
0;1;82168;0;0;0
2;0;82168;1;0;0
0;0;82168;1;0;0
2;1;82169;1;1;1
2;1;82169;1;1;1
3;1;82169;1;1;1
0;0;82169;0;0;0
1;0;82169;1;0;0
3;1;82169;1;1;1
2;0;82170;1;0;0
1;0;82170;1;0;0
2;0;82170;0;0;0
5;1;82170;1;0;1
2;1;82170;1;1;1
2;1;82171;1;1;1
1;0;82171;1;1;1
1;0;82171;1;0;0
3;1;82171;1;0;1
3;1;82171;1;1;1
2;0;82171;1;1;1
6;1;82171;0;0;1
2;1;82171;1;1;1
0;1;82171;1;1;1
2;0;82172;0;0;0
1;0;82172;0;1;1
0;1;82172;1;0;1
2;1;82172;1;1;1
0;0;82172;0;0;0
2;1;82172;0;1;1
2;1;82172;1;0;1
0;1;82172;1;0;1
2;1;82172;1;0;1
1;0;82172;1;0;0
1;1;82172;1;1;1
1;0;82173;1;1;1
1;0;82173;1;1;0
2;1;82173;1;0;1
1;0;82173;0;0;0
2;1;82173;1;0;1
3;1;82173;0;0;1
2;1;82173;1;1;1
3;1;82173;1;0;1
0;0;82173;0;0;0
3;0;82173;0;0;0
0;0;82174;0;1;1
4;0;82174;1;0;0
4;1;82174;1;0;1
3;0;82174;0;0;0
3;1;82174;1;1;1
1;1;82174;1;0;1
2;0;82174;0;0;0
3;0;82174;1;0;0
0;0;82174;0;0;0
2;1;82175;0;0;1
3;1;82175;1;0;1
3;0;82175;1;0;0
0;0;82175;0;0;0
2;0;82175;0;0;0
2;0;82176;1;1;1
1;1;82176;1;0;1
1;0;82176;0;0;0
1;0;82176;1;0;0
1;1;82176;1;0;1
1;1;82177;1;1;1
0;1;82177;1;0;1
4;0;82177;1;0;0
0;1;82177;1;1;1
2;1;82177;1;1;1
2;1;82177;1;1;1
4;1;82177;1;0;1
4;1;82177;0;0;0
0;1;82178;1;0;1
1;1;82178;0;1;1
2;1;82178;1;0;1
2;1;82178;0;0;1
3;0;82178;1;0;0
3;1;82178;1;1;1
1;0;82179;0;0;0
2;0;82179;1;0;0
6;1;82179;1;1;1
3;1;82179;1;1;1
1;1;82179;1;0;1
2;1;82179;1;1;1
0;0;82179;0;0;0
0;1;82179;1;1;1
1;0;82179;1;0;0
1;0;82179;1;1;1
1;1;82179;0;0;1
5;1;82180;1;1;1
3;1;82180;1;1;1
1;1;82180;1;1;1
1;1;82180;1;1;1
1;1;82180;1;1;1
2;1;82180;1;1;1
0;0;82181;0;0;0
2;0;82181;1;1;1
2;1;82181;1;0;1
1;0;82181;1;0;0
3;1;82182;1;1;1
0;0;82182;1;1;1
0;0;82182;1;1;0
2;1;82182;1;0;1
3;0;82182;1;0;0
1;1;82182;1;0;1
1;0;82182;1;0;0
2;1;82182;1;0;1
0;1;82182;1;1;1
1;0;82183;1;0;0
4;0;82183;0;0;0
0;0;82183;0;0;0
0;0;82183;0;0;0
2;0;82183;0;0;0
5;0;82184;0;1;1
2;1;82184;1;1;1
2;0;82184;0;1;1
1;1;82184;1;1;1
3;1;82184;1;1;1
2;0;82185;1;0;0
1;1;82185;1;1;1
1;0;82185;0;0;0
3;1;82185;1;1;1
3;0;82185;1;0;0
4;0;82186;0;0;0
2;0;82186;0;1;0
0;0;82186;1;0;0
2;0;82186;1;1;1
0;1;82186;1;1;1
3;1;82186;0;0;1
3;1;82186;1;1;1
0;0;82186;0;0;0
2;0;82186;0;0;0
1;1;82186;1;1;1
1;1;82187;0;1;1
1;0;82187;1;0;0
2;1;82187;1;0;1
5;1;82187;0;1;1
1;0;82187;1;1;1
2;1;82187;1;0;1
4;1;82187;1;1;1
1;1;82188;1;1;1
0;1;82188;1;1;1
3;1;82188;0;0;0
0;1;82188;0;0;1
1;1;82188;1;1;1
2;0;82189;1;0;0
3;1;82189;1;0;1
1;0;82189;1;0;0
0;0;82189;1;0;0
1;0;82189;1;1;0
1;1;82189;1;1;1
2;1;82189;1;0;1
1;1;82190;0;1;1
2;0;82190;0;0;0
1;0;82190;0;1;1
0;1;82191;1;1;1
2;0;82191;1;1;1
3;0;82191;1;0;0
1;0;82191;1;0;0
3;1;82191;1;0;1
3;1;82191;1;0;1
4;0;82191;1;0;0
0;1;82191;0;0;0
3;0;82191;1;0;0
2;0;82191;1;1;1
1;0;82191;0;0;0
0;0;82192;0;0;0
5;1;82192;0;0;1
1;1;82192;1;1;1
2;0;82192;1;0;0
2;0;82192;0;0;0
1;1;82193;1;0;1
2;1;82193;1;1;1
2;0;82193;0;1;0
1;0;82193;0;0;0
3;1;82193;1;0;1
3;1;82193;1;0;1
2;1;82193;1;1;1
2;1;82193;1;1;1
1;0;82193;0;0;0
3;1;82193;1;1;1
3;1;82194;1;1;1
1;1;82194;1;1;1
0;0;82194;1;0;0
1;1;82194;0;1;1
2;0;82194;1;0;0
0;1;82194;1;0;1
2;1;82194;1;0;1
1;1;82195;0;1;1
1;0;82195;1;0;0
3;1;82195;1;0;1
1;1;82195;0;0;1
1;0;82195;1;0;0
3;1;82195;1;0;1
1;0;82195;0;0;0
0;1;82195;1;1;1
2;1;82196;1;0;1
0;0;82196;0;1;0
2;1;82196;1;1;1
